cat,sample_type,phase,elev_minimum,aspect_average,infiltration_mode,emergence_50,emergence_500,emergence_1k,cent_elev,location,island_size,avg_fetch,viewsize_5k,viewsize_10k
1069,buffer,em,111.4774551,137.1768198,2,,,,112.093,island,7309400,8575.012895,42167,170542
1070,buffer,em,79.27965546,61.77809048,4,36.55167963,63.2716688,66.45772451,80.66149,island,118804700,478.1301641,71523,154677
1071,buffer,em,75.23867798,7.343946457,2,16.12027571,92.42070304,81.24703399,75.80035,island,316500,987.5417698,70389,124889
1072,buffer,em,101.1825638,160.0252228,4,,,,102.7272,island,700,1325.371803,26001,69535
1073,buffer,em,81.84255981,58.98768806,4,18.57343141,50.35814072,49.45479982,81.84256,island,117894700,2011.772589,251368,666151
1074,buffer,em,77.32072449,209.2432861,4,42.28692875,74.40129034,78.7146777,81.67636,island,117894700,172.8764416,6093,6093
1075,buffer,em,103.5548019,259.5444565,3,,,,107.8341,island,138700,2913.067765,170621,391772
1076,buffer,em,90.71871948,95.95500219,4,12.57076906,15.48765105,15.48765105,90.71872,island,33400,10872.80409,156701,167853
1077,buffer,em,123.9554596,166.2271767,4,,,,127.3007,island,3969100,336.0745936,17786,18826
1078,buffer,em,107.6194077,108.313266,3,,,,110.2262,island,65998300,94.65753692,2291,2484
1079,buffer,em,107.3850021,114.9897011,3,,,,107.5789,island,69977700,106.6758231,19807,25036
1080,buffer,em,96.08899689,232.9778709,4,6.996456246,6.460078544,6.839121718,100.6939,island,73700,351.3954836,19241,19241
1081,buffer,em,77.52742767,225.8950043,4,63.43678344,69.08616418,71.27939086,80.72871,island,9900,192.7323427,11669,17967
1082,buffer,em,114.5737534,235.865181,4,,,,120.7156,island,8019200,452.0322357,26714,29605
1083,buffer,em,104.0721359,286.280365,4,,,,106.1219,island,50700,232.7531152,10093,10561
1084,buffer,em,72.07797241,200.4927979,4,91.95975247,104.9338959,117.0960796,72.67645,mainland,,154.2290587,8619,8619
1085,buffer,em,80.38964081,281.5483215,2,56.89861529,57.39535643,55.47381116,86.05553,island,97614400,286.4350641,15517,16646
1086,buffer,em,102.2372437,302.1110229,4,,,,106.4328,island,9100,6048.702142,311228,873782
1087,buffer,em,77.79349518,124.6475372,3,62.11544549,68.66491059,72.07393372,80.34878,island,7700,335.361979,18977,20426
1088,buffer,em,99.3037796,56.21635588,2,1.049781319,1.142249363,1.126049623,99.38794,island,10683900,93.76846024,4271,4393
1089,buffer,em,118.0749512,246.502121,4,,,,120.5475,island,5300,280.5004626,11809,18093
1090,buffer,em,77.07213593,226.3156616,3,58.72145916,78.1358559,79.63057613,77.1469,mainland,,15.16741128,1938,1938
1091,buffer,em,90.13777924,336.9285278,4,14.13453657,15.49754937,15.53302857,94.42168,island,16200,4838.83092,149500,356059
1092,buffer,em,76.26015472,168.2353546,4,44.98210188,76.52633054,81.55438574,79.05939,island,3700,26981.93237,195878,626059
1093,buffer,em,88.78800201,255.6869583,4,19.9999566,17.85559093,17.83730816,92.22296,island,35900,31208.10902,150973,478770
1094,buffer,em,91.49412537,198.0464478,3,16.20318518,14.12702932,14.01508102,93.67332,island,90589400,171.0231703,9781,9781
1095,buffer,em,84.59279633,268.6187057,4,36.78352894,34.30297318,31.43672271,88.19391,island,151600,271.7680944,15731,20502
1096,buffer,em,88.51136017,216.8946014,3,12.71802575,20.89278293,20.91519004,90.91857,island,92511700,66.9534372,2417,2417
1097,buffer,em,120.6291656,253.8402672,4,,,,123.0579,island,24508600,172.5705755,4638,4664
1098,buffer,em,77.16954041,102.6143188,3,80.50722109,82.45040791,79.7209491,80.15305,island,118804700,152.3554366,4562,4562
1099,buffer,em,106.0726471,25.69447756,4,,,,107.165,island,69977700,98.4129022,3655,3655
1100,buffer,em,91.1598053,81.98316002,4,10.32666451,13.27582104,14.30050417,91.80105,island,4300,25.98896215,1792,1792
1101,buffer,em,97.45785522,100.1825619,4,4.264680527,4.169282925,4.169282925,97.60386,island,18000,28625.07667,318553,1112501
1102,buffer,em,77.65049744,79.547966,2,73.06105948,74.13048064,70.37568013,78.9966,island,230600,12033.61906,115503,445213
1103,buffer,em,78.87084961,308.9824585,3,66.48834949,69.61006396,65.61127802,81.98046,island,117894700,469.6943725,37175,37175
1104,buffer,em,107.6207657,154.6674684,4,,,,108.8199,island,69338600,52.63605616,13050,14640
1105,buffer,em,90.31244659,270.3270035,4,15.29128292,15.69860909,15.48087249,90.83326,island,92511700,385.7102425,30793,31510
1106,buffer,em,84.21321869,256.3007736,4,13.69729116,32.28042219,32.50890838,85.80952,island,6400,207.1203638,12381,21792
1107,buffer,em,79.72924805,330.7037354,2,14.79331681,54.31135656,53.50078075,80.07598,island,146800,2562.523093,124644,303507
1108,buffer,em,71.57292175,281.2073135,4,88.30118553,118.438455,128.6216902,71.57292,island,399900,124.865965,504,504
1109,buffer,em,76.44487,61.06911564,5,8.665072876,79.9090384,76.18420935,76.58879,island,811800,5628.15084,140672,398536
1110,buffer,em,88.68133545,85.95562363,2,15.41152453,19.32910405,17.14970028,88.68134,island,13944900,10373.66481,116885,120421
1111,buffer,em,86.15788269,206.7429161,4,22.74025269,25.50351529,25.91720729,87.18333,island,80800,19825.81752,96487,368840
1112,buffer,em,109.5458069,253.9649437,3,,,,110.7325,island,1064600,96.2886218,3734,5226
1113,buffer,em,98.33831024,94.88491516,4,3.452123949,2.74646083,2.763799749,100.3783,island,73700,89.84273092,3119,3119
1114,buffer,em,123.2194977,54.62477303,3,,,,123.9903,island,128800,1336.856406,201758,525024
1115,buffer,em,96.54196167,32.0306778,2,1.943808981,5.532777501,5.562573038,96.57539,island,12355200,68.26518284,5644,5644
1116,buffer,em,113.322525,184.2443939,4,,,,117.126,island,8578200,151.71366,3883,3883
1117,buffer,em,107.2799072,154.0041573,3,,,,108.226,island,1110100,134.4403014,8002,8002
1118,buffer,em,101.3956833,192.3941498,4,,,,104.9795,island,11033500,295.5259161,7742,7809
1119,buffer,em,98.04311371,155.9201736,3,3.425547402,3.694898865,3.630412584,99.10085,island,2046100,12234.02327,170766,390303
1120,buffer,em,77.69361877,127.2701569,4,82.30963457,68.43470633,66.99873092,80.98322,island,452400,3708.476335,75877,198388
1121,buffer,em,70.08200836,117.882082,4,105.3586421,119.5192345,127.151648,74.37274,mainland,,192.3428036,12389,17008
1122,buffer,em,98.04560089,331.2190323,2,1.5,3.82108926,3.499844312,100.9001,island,11564500,147.7792307,4494,4494
1123,buffer,em,96.27611542,120.0000629,4,5.369124696,5.778606255,6.128870574,96.90866,island,88895800,25.13086559,2500,2500
1124,buffer,em,74.42945862,256.5977135,2,35.47892498,78.71289236,90.7112683,75.52621,island,1380500,266.5028975,31129,33004
1125,buffer,em,78.63035583,315.3164749,4,43.37892011,67.48481444,68.19867531,78.63036,island,122308200,48.78129723,3368,3368
1126,buffer,em,104.6276245,77.10097122,3,,,,106.3856,island,1021400,18638.59134,185522,414028
1127,buffer,em,81.2243042,171.0822868,4,47.52130303,53.07624578,58.73725427,84.0828,island,98718200,3661.387554,60983,168213
1128,buffer,em,76.99719238,13.19904673,2,52.16437105,77.50285326,83.33425528,79.02476,island,120038300,171.6252848,5357,5357
1129,buffer,em,100.5851288,52.67930222,3,,,,103.0173,island,9549300,13910.50926,297661,927150
1130,buffer,em,107.4347305,273.4351349,3,,,,107.499,island,76000,2748.88632,336488,688295
1131,buffer,em,87.93132782,344.6845322,2,23.89709773,22.90379788,22.78056091,88.84093,island,13944900,154.7173589,19453,31028
1132,buffer,em,91.46122742,154.7851105,3,12.05284202,13.06785377,13.15121833,92.21661,island,91291800,4908.305913,37921,85292
1133,buffer,em,78.12150574,337.5444794,4,49.56119708,68.24885878,70.06765828,78.58448,island,122308200,74.53713522,9551,9551
1134,buffer,em,106.144783,13.52667227,4,,,,110.2739,island,17500,244.6280187,24081,32617
1135,buffer,em,97.47850037,244.1157799,4,3.399606225,4.139492027,4.144031435,97.81004,island,12043700,72.82264922,7453,7453
1136,buffer,em,75.78485107,183.3536949,2,71.08960832,87.83272775,82.66517332,76.80345,mainland,,43.44899169,2688,2688
1137,buffer,em,82.67850494,196.3900871,4,36.209172,38.97515879,39.15332562,83.86693,island,81400,16388.12715,116391,518957
1138,buffer,em,93.35932159,77.23686838,4,2.021567386,11.23681061,11.16262731,93.87148,island,90589400,127.139786,3373,3373
1139,buffer,em,97.06960297,174.6527977,4,4.336942901,4.67977983,4.952738639,97.23574,island,88112100,93.61496196,5946,6453
1140,buffer,em,98.32202148,150.9384422,3,2.813959371,2.812506815,2.701109115,98.69779,island,87427100,144.986031,3820,3820
1141,buffer,em,73.91854095,232.5822052,4,37.1165744,89.31485598,95.50851342,75.31758,island,2500,13617.00993,27600,110188
1142,buffer,em,72.06600952,58.78808689,4,107.5464677,113.8097174,120.7528373,78.02588,island,122308200,310.6018392,12145,12145
1143,buffer,em,78.17156982,99.26368141,5,6.780689869,65.60170415,64.62231428,78.37532,island,158800,16994.68048,160607,433878
1144,buffer,em,75.14362335,105.6301041,4,76.45555415,92.46083521,90.21881166,75.14362,mainland,,7916.802377,10863,10863
1145,buffer,em,87.75009155,340.9313812,4,7.059390909,19.1451561,20.6340307,88.46147,island,43500,325.7660389,29517,47414
1146,buffer,em,85.4977951,202.9123726,4,15.81704097,25.79291009,27.54727231,86.79691,island,24000,50157.07086,231082,972922
1147,buffer,em,90.50985718,267.2495041,2,3.406665804,14.88068885,14.12441013,92.02442,island,400,55103.42283,452436,1411756
1148,buffer,em,103.5829926,224.0112152,4,,,,103.583,island,72659900,312.6796006,934,934
1149,buffer,em,105.6373444,165.6731354,4,,,,109.9424,island,10413400,5021.195748,41980,59793
1150,buffer,em,113.2312393,45.26329613,4,,,,113.9293,island,14600,76.36106364,5506,5607
1151,buffer,em,110.0775604,7.496571732,4,,,,113.3112,island,7119900,1917.782725,112650,288574
1152,buffer,em,72.44514465,95.96118563,4,61.39714483,107.4755885,108.632549,72.74445,island,1773900,147.5353278,23231,25939
1153,buffer,em,98.23543549,260.7660217,4,3.822221213,3.297551274,3.157162571,98.23544,island,87427100,186.0551794,18134,19311
1154,buffer,em,72.86333466,98.93258643,4,54.63198194,106.6028421,109.137548,72.86333,mainland,,157.7840747,27637,35170
1155,buffer,em,91.8396759,66.12427425,4,4.543126677,12.08309719,12.79729608,92.50597,island,10000,7899.802149,83860,205756
1156,buffer,em,88.81702423,188.8488808,4,12.13299807,20.38315595,20.99352304,91.21138,island,91822100,284.7172526,15363,35684
1157,buffer,em,70.95770264,214.5377731,4,113.045944,118.6597685,121.1354085,72.12664,mainland,,32.44865519,641,641
1158,buffer,em,102.9154282,252.6089745,4,,,,102.9154,island,65200,37.04063704,7059,7059
1159,buffer,em,76.10478973,34.5526824,3,74.27233163,84.1397111,84.80158541,76.57532,island,100400,107.302822,15357,16193
1160,buffer,em,96.61334991,168.0884094,4,5.190134873,5.53354609,5.827658553,100.9158,island,74303700,377.4597877,21479,21771
1161,buffer,em,88.06504059,270.4694366,4,8.759314239,19.23456111,20.86724539,88.16518,island,4900,16724.96697,128162,223408
1162,buffer,em,73.5626297,205.0098541,4,50.62629971,92.58112372,97.45053623,75.18287,mainland,,525.6957089,55147,58924
1163,buffer,em,84.02206421,101.0713287,4,21.64571966,31.78664735,34.10059538,86.16301,island,8500,38.97413572,2346,3565
1164,buffer,em,89.43387604,258.5734787,3,15.86312986,17.34856613,18.54823331,91.83714,island,65700,602.4006117,65803,76104
1165,buffer,em,105.8220978,170.1407806,4,,,,105.8221,island,10930800,3619.856008,80548,314454
1166,buffer,em,77.47890472,231.1756775,4,68.07476469,70.99718014,73.98960002,77.4789,island,79100,172.5450717,24924,24965
1167,buffer,em,103.9449005,198.1695587,4,,,,106.4458,island,70749100,75.19293877,2229,2229
1168,buffer,em,77.79924011,78.22832108,4,36.47019104,66.52475492,70.93565334,79.08378,island,54300,279.756584,21841,26685
1169,buffer,em,72.47599792,84.64621506,4,50.77871538,99.7950027,107.3371415,74.31345,mainland,,51.46769141,2363,3307
1170,buffer,em,107.666954,275.1834106,3,,,,107.667,island,69977700,156.4979675,5277,5277
1171,buffer,em,82.77542877,195.2066367,4,34.94174126,39.2698413,39.10430218,82.93188,island,95600,562.1177362,78894,112341
1172,buffer,em,77.2673645,192.5281616,4,80.26431014,73.54013923,76.59291135,80.38777,island,118804700,132.6520172,3670,3670
1173,buffer,em,87.87181854,282.9284744,3,22.60616244,22.3685536,22.45049064,87.87182,island,94836900,75.62842771,395,395
1174,buffer,em,86.89002228,242.1110775,4,14.76081299,23.70399023,23.62837955,90.82335,island,1900,573.6522839,101471,472303
1175,buffer,em,107.3147202,189.9685394,4,,,,108.1035,island,33100,24636.41098,151466,337794
1176,buffer,em,79.93419647,77.70972633,4,41.43846844,55.70593567,55.30158991,84.17947,island,3600,1430.417566,29113,38880
1177,buffer,em,97.39865112,257.4714923,3,4.58250396,4.37163717,4.391875263,98.47035,island,87427100,186.5380903,10170,10669
1178,buffer,em,75.73939514,33.30123377,3,72.62683536,84.72128614,86.15123919,78.45995,island,716200,530.7223293,70434,94224
1179,buffer,em,79.0830307,265.3654556,4,29.7671969,60.75042845,61.30190131,79.08303,island,493500,51.01489958,1785,1866
1180,buffer,em,99.27418518,23.54236126,3,1.183215957,1.117536975,1.14618177,99.70103,island,60800,581.146133,62865,119172
1181,buffer,em,79.6008606,292.4927216,4,45.42964341,50.08933828,57.25149174,79.79247,island,4700,163.8900798,17098,18558
1182,buffer,em,82.08592987,86.55890465,4,15.28624106,48.64517103,52.889977,82.09142,island,7200,20199.71225,234674,580837
1183,buffer,em,79.56585693,237.2164993,4,39.61884985,53.36268435,56.50325683,81.04646,island,24600,11650.27927,64268,112081
1184,buffer,em,79.79523468,85.66609764,4,40.55551652,52.03766956,55.57205823,84.41077,island,35000,25738.46105,161879,560799
1185,buffer,em,119.8032761,257.2540321,4,,,,120.2043,island,6200,696.168409,70604,113926
1186,buffer,em,121.5546417,209.4031143,4,,,,122.7872,island,7400200,466.0690971,55371,96322
1187,buffer,em,116.692955,220.2112617,4,,,,117.4204,island,6600,5184.474776,104532,177218
1188,buffer,em,88.62110138,322.4406357,2,20.36571621,20.3616901,20.91918722,88.6211,island,93629300,115.0940564,4777,4777
1189,buffer,em,76.09013367,74.62851334,4,37.00936112,80.72916977,80.09079889,78.57299,island,7300,4072.938498,41081,123949
1190,buffer,em,74.89040375,159.268045,4,57.09031283,90.63912919,94.82197605,76.5114,mainland,,184.0299478,10246,10246
1191,buffer,em,70.48440552,233.418399,4,119.4447827,130.5051508,118.8383806,73.36718,island,22500,209.6855058,17857,18022
1192,buffer,em,109.1220016,91.86040306,4,,,,109.4229,island,18900,39460.80223,366598,1324962
1193,buffer,em,98.92017365,102.3892899,4,1.619327705,2.017418943,1.926218436,100.4891,island,80600,35956.37581,298169,1098762
1194,buffer,em,100.9416504,49.97991657,4,,,,102.1833,island,73186300,47.417146,2395,2395
1195,buffer,em,77.86793518,18.89125977,4,70.53523392,72.05001635,73.25161134,80.39083,island,118804700,36.86851132,1944,1944
1196,buffer,em,118.8829269,16.49260402,4,,,,120.1917,island,9200,9049.773711,281260,942346
1197,buffer,em,71.86440277,151.9502373,2,29.46931771,112.736124,106.8627026,72.26669,island,1773900,5565.101042,122780,354516
1198,buffer,em,80.78024292,216.4155006,4,49.11661793,52.58535628,50.60799082,81.38084,island,5638900,131.0066556,12203,12231
1199,buffer,em,82.98029327,190.5424709,4,18.38742777,37.98734802,37.27229056,82.98029,island,40200,743.2351115,11582,11594
1200,buffer,em,78.89279938,136.4347267,3,60.74055268,56.57012482,58.83879138,81.2287,mainland,,45.52780183,1080,1080
1201,buffer,em,107.7644119,117.8788834,2,,,,107.7644,island,8754100,56.33038679,218,218
1202,buffer,em,109.2436905,205.1154327,4,,,,110.0292,island,53100,77.33130414,3819,3819
1203,buffer,em,100.9544678,254.6705048,4,,,,101.985,island,10146300,40.22652124,5884,10212
1204,buffer,em,78.3535614,98.65384674,4,26.80594819,61.35374716,69.39641554,79.87778,island,25700,451.111026,44333,46479
1205,buffer,em,87.14430237,285.7822479,2,5.752539959,25.61506626,25.61506626,87.96371,island,1000,40259.7674,463360,1399218
1206,buffer,em,115.2957001,50.49918976,3,,,,116.0336,island,226300,1930.843478,94778,288873
1207,buffer,em,92.95236969,16.68379474,3,5.085211402,12.08982791,11.84812507,93.20848,island,1475400,146.2490522,5270,5482
1208,buffer,em,101.6817322,320.9364929,4,,,,103.6243,island,1269500,70.81942183,2650,2808
1209,buffer,em,71.30892944,89.54693985,3,96.92372951,131.2487966,130.9187014,71.37042,island,399900,239.3683986,9967,10184
1210,buffer,em,107.7604904,257.8058376,4,,,,108.9752,island,8501600,340.3297973,23567,23673
1211,buffer,em,77.40155792,207.495282,2,34.37843352,78.6309698,71.77285054,77.41223,island,549700,4314.983622,64029,273419
1212,buffer,em,71.55529785,312.4627686,3,94.13418369,113.4385901,128.9487668,75.31239,island,57300,697.4609999,55400,57392
1213,buffer,em,120.9069138,130.3594494,3,,,,120.9069,island,12200,31804.1904,495350,1088374
1214,buffer,em,90.70580292,59.23019791,3,14.35931753,14.2610256,15.04528767,92.26425,island,1440300,2149.015839,209053,409787
1215,buffer,em,94.20120239,146.4013306,4,9.640409742,8.72573481,8.945839949,95.79539,island,89483500,4869.03515,38707,85933
1216,buffer,em,84.97926331,336.1654129,2,31.88564528,33.59789434,33.64325285,86.84602,island,14312400,167.2899992,5541,5541
1217,buffer,em,74.37822723,299.4372375,4,49.19336915,91.30533745,94.43721247,74.96879,mainland,,11.30396395,615,615
1218,buffer,em,85.75253296,222.0174408,2,11.66599998,28.97278668,28.97278668,86.7881,island,2400,4010.011545,371112,1267266
1219,buffer,em,83.5991745,56.28409576,4,42.92379861,38.14641839,38.67971292,87.9964,island,70900,79.55433979,2292,2292
1220,buffer,em,73.1828537,256.254483,4,53.73427309,99.18800869,100.7455499,73.25704,mainland,,59.66378686,1393,1413
1221,buffer,em,109.8548813,202.2575806,4,,,,112.2725,island,47400,254.7920051,14032,20277
1222,buffer,em,127.3936157,148.1973419,4,,,,127.3936,island,22856100,8549.19274,101123,192023
1223,buffer,em,107.8452606,341.5896378,3,,,,109.2566,island,63500,2937.461697,286351,574099
1224,buffer,em,89.01605225,78.05975533,2,12.59915733,17.855313,16.29065334,89.01605,island,13756400,23056.7188,94050,96060
1225,buffer,em,73.52211761,229.1535149,4,98.76177515,98.77284597,84.00059624,74.06484,island,38206800,35.70877832,980,3044
1226,buffer,em,73.1158371,22.21734285,3,100.6374711,104.2237186,106.0259714,77.70744,island,744000,546.7162354,63232,85040
1227,buffer,em,107.3109894,62.27186632,3,,,,110.0352,island,5300,110.433896,3354,3354
1228,buffer,em,105.2723083,171.6046448,3,,,,105.3314,island,1232400,39.08761191,2238,2238
1229,buffer,em,96.4226532,240.0722427,4,4.918078893,6.193809991,6.149817231,100.8814,island,11564500,260.2347094,12869,13296
1230,buffer,em,94.98758698,290.9663696,3,7.104899143,8.550969418,8.483704509,96.57325,island,88895800,177.6565482,7742,7742
1231,buffer,em,116.0335541,51.15409374,3,,,,116.6854,island,226300,1263.201376,114176,334358
1232,buffer,em,102.5432129,194.2760582,3,,,,106.9212,island,10813500,260.7614013,16153,20960
1233,buffer,em,76.913414,294.1669861,4,68.73672028,78.50730977,75.83124291,78.01611,island,533400,208.7596936,12021,14536
1234,buffer,em,113.4914551,255.5498505,4,,,,117.9626,island,83200,436.512031,23416,24114
1235,buffer,em,88.79985809,190.8636536,4,18.76822031,20.33765661,19.55447242,91.79558,island,91822100,50.15680717,1325,1325
1236,buffer,em,75.21615601,210.0525169,4,65.93404723,84.78552802,90.87009932,77.06676,island,34200,11565.31379,56531,91132
1237,buffer,em,83.93417358,107.3461914,3,13.47754082,37.43758775,38.1489011,84.56448,island,534100,904.359809,86340,142100
1238,buffer,em,116.267868,57.42585373,3,,,,116.2679,island,50900,1253.495316,192120,349442
1239,buffer,em,93.53064728,265.3143311,4,10.09482452,10.4632086,10.34913365,93.53065,island,126800,211.8677817,80955,186507
1240,buffer,em,81.2186203,211.3563347,4,23.68675461,49.66264711,51.38860427,82.96257,island,101915700,322.1083835,19904,19904
1241,buffer,em,89.26947784,336.3960266,2,19.52712456,18.36085614,19.16380988,94.10291,island,12760600,288.6170909,50701,73267
1242,buffer,em,104.7818451,192.8442879,4,,,,105.2609,island,16100,44925.15494,385288,1361343
1243,buffer,em,75.7776413,320.346936,3,72.94554839,91.52110804,83.91575267,77.46611,island,744000,1844.53201,172142,375244
1244,buffer,em,104.0007706,61.96571255,4,,,,104.7863,island,9389500,12547.74896,203361,606738
1245,buffer,em,120.0909653,178.833679,4,,,,120.2034,island,5236300,104.1310354,5178,5178
1246,buffer,em,72.7870636,73.11768723,4,38.51745935,105.3947462,102.5597383,73.59537,island,5300,73.32496303,8955,41783
1247,buffer,em,86.11482239,77.11523819,4,28.26920153,28.81725652,28.69620058,90.41229,island,92511700,69.68932688,1884,1884
1248,buffer,em,82.04004669,142.1882708,3,42.67026027,45.95499186,46.15785043,86.85487,island,97614400,270.4820348,33952,33952
1249,buffer,em,100.7704697,193.3080269,4,,,,100.9837,island,11564500,36.24079183,1293,1293
1250,buffer,em,122.1966324,53.83552399,4,,,,123.8844,island,8000,943.7361104,99300,143520
1251,buffer,em,100.1599579,286.7847977,4,,,,100.16,island,71800,2524.195965,96939,316526
1252,buffer,em,91.6540451,89.86192703,4,5.489889697,14.2217813,13.55832769,93.13976,island,1475400,171.5135005,6223,6343
1253,buffer,em,103.5680161,349.7644653,3,,,,105.7754,island,9173600,757.4077794,101904,273596
1254,buffer,em,121.2737579,267.4434052,4,,,,123.2091,island,4421000,243.7527295,7819,8819
1255,buffer,em,78.4776535,289.4770142,3,51.06181518,58.93816617,61.33643333,79.44644,mainland,,308.7310569,15788,24207
1256,buffer,em,72.51526642,142.995842,2,94.86080755,112.6182676,105.1291935,73.21769,mainland,,326.2712307,37717,68405
1257,buffer,em,82.68634033,25.76295996,4,51.36790924,49.43215254,53.06689657,83.74441,island,14826000,2104.377187,158854,319890
1258,buffer,em,85.53284454,102.710194,4,16.18619687,27.91602814,27.47906307,86.32849,island,300,1135.521208,156179,223568
1259,buffer,em,76.35140228,226.2364082,4,51.63659768,79.98286146,80.60316238,76.3514,island,777100,29.99502547,44344,134704
1260,buffer,em,121.4779129,118.4058666,4,,,,124.7696,island,25100,1430.998831,34348,91991
1261,buffer,em,75.91090393,319.7267227,4,77.52572896,84.79927611,85.45791589,77.37937,island,549700,34.59956395,1109,1109
1262,buffer,em,88.52184296,91.78499413,4,8.57462647,17.41073637,18.23294267,88.62734,island,13800,28876.1896,324948,1156947
1263,buffer,em,125.580307,263.7631989,4,,,,125.9332,island,1500,11858.66635,101835,204659
1264,buffer,em,76.48255157,116.5399628,5,52.84147663,82.39989622,76.40834805,76.73727,island,811800,4647.2354,133712,395626
1265,buffer,em,86.10340118,267.0514297,4,22.7555137,26.42816818,28.31232777,86.1034,island,37800,333.3802673,28518,31341
1266,buffer,em,102.1348114,94.68040657,4,,,,102.185,island,7400,67788.96534,512501,1819197
1267,buffer,em,93.57598877,17.1004138,4,10.42228494,10.2662695,10.10698718,93.57599,island,12992000,235.1423657,19016,30376
1268,buffer,em,102.5717926,35.0203886,3,,,,103.3077,island,1810300,471.3229054,64479,75477
1269,buffer,em,109.7489624,112.9600925,4,,,,110.729,island,1064600,192.5571327,13056,13056
1270,buffer,em,84.74365997,298.5813904,4,23.6030836,31.51375986,31.99679531,84.74366,island,4800,301.6971851,32375,39743
1271,buffer,em,78.02410889,195.2056702,3,52.94078741,71.30589234,72.68005303,79.10642,island,120038300,45.45501063,2873,2873
1272,buffer,em,120.6689758,233.847847,4,,,,122.55,island,7000,979.6155675,88720,114367
1273,buffer,em,123.331337,57.97733402,2,,,,123.3313,island,7074500,49.80831558,55,55
1274,buffer,em,85.75653076,42.70457745,4,29.7297455,31.38602406,30.43658711,88.09395,island,488200,62.70827945,5514,11366
1275,buffer,em,124.1492462,261.1509781,4,,,,124.1492,island,37100,8196.732658,190017,712856
1276,buffer,em,104.5643997,248.3280373,3,,,,105.7191,island,1649400,1981.692877,259794,619236
1277,buffer,em,81.49202728,242.7042023,2,3.893584467,46.9396131,42.86959088,81.76749,island,7300,5674.464708,220032,552102
1278,buffer,em,82.35128021,296.7939529,3,36.22225171,39.09786459,41.56115552,86.85819,island,85400,406.0502933,18914,34104
1279,buffer,em,79.05992126,133.8729668,3,36.94379133,61.24992498,63.31078286,81.77686,island,44600,297.4215584,24984,25271
1280,buffer,em,114.2655106,57.99610443,4,,,,120.4069,island,42400,4455.904651,102683,192871
1281,buffer,em,98.03723145,151.054966,2,0.904272267,3.187416521,3.185525177,98.20177,island,11752600,195.7039997,8899,8899
1282,buffer,em,79.81671906,182.9617523,4,13.4301385,60.55268639,63.56282676,80.78966,island,1800,18409.10101,175234,517423
1283,buffer,em,88.9529953,165.0484276,3,10.25823596,19.58262725,19.57371122,90.50679,island,92511700,519.3814456,38560,45466
1284,buffer,em,69.44017792,5.843274832,2,82.99363172,114.0295683,125.6463538,74.06602,island,4100,340.483851,19589,20678
1285,buffer,em,75.46990204,266.2431458,4,74.10355215,88.51472396,89.07763149,81.88046,island,75300,676.3314554,57038,63835
1286,buffer,em,121.3421097,48.15012932,3,,,,121.3421,island,9800,1702.916193,88248,93061
1287,buffer,em,108.3129654,202.3954086,4,,,,110.6173,island,33100,31186.17201,177874,826653
1288,buffer,em,96.02753448,51.19777203,4,0,6.686349384,6.672630369,96.02753,island,1419000,111.2922459,176,176
1289,buffer,em,105.5156937,252.5211304,4,,,,107.141,island,6900,24592.5306,190526,675762
1290,buffer,em,99.91769409,159.0016556,4,0,0,0,101.2545,island,11438900,2774.154426,104081,351907
1291,buffer,em,124.9073181,106.8941326,4,,,,125.2606,island,338000,4787.23596,62372,244629
1292,buffer,em,114.3420258,331.4984665,4,,,,115.919,island,34892100,85.81737698,2813,3177
1293,buffer,em,71.27674866,262.4483185,4,100.8680968,112.8374253,109.8856517,71.62369,island,43000,5020.557056,76913,184653
1294,buffer,em,101.3912964,210.6873962,4,,,,102.1915,island,9730200,100.7880138,7339,7339
1295,buffer,em,120.2047043,221.7820251,4,,,,122.2362,island,20900,463.6728269,29900,31365
1296,buffer,em,91.47092438,153.5166874,4,1.734935158,13.93612172,12.61831321,91.64369,island,1800,54436.40923,471276,1472928
1297,buffer,em,96.93634033,305.6399414,2,4.450195127,5.091872656,4.984604028,97.0619,island,12043700,87.97139119,6635,6635
1298,buffer,em,106.7356491,45.614431,4,,,,109.8768,island,1087900,339.3414006,17116,18482
1299,buffer,em,80.47248077,35.78261638,4,29.34688578,51.38092208,52.03804835,83.54025,island,92200,529.3321855,65330,100095
1300,buffer,em,111.2296448,217.3321472,3,,,,111.3876,island,702700,6457.203909,54264,185218
1301,buffer,em,75.63254547,99.83599472,4,68.52993034,78.00316648,80.49759228,76.36501,mainland,,30.32610301,372,372
1302,buffer,em,72.67262268,64.29677868,3,90.73480768,98.79537565,107.3987958,74.19576,mainland,,768.309195,39982,80683
1303,buffer,em,91.09640503,132.4323311,3,13.44679614,14.43173194,14.65988124,92.83843,island,91291800,34.21087427,2066,2066
1304,buffer,em,69.42645264,228.8209839,4,102.0202704,127.375641,129.1835835,70.86682,island,59700,104.7109697,31588,124364
1305,buffer,em,119.4245605,196.7278351,4,,,,123.0619,island,53500,6569.222305,41971,63603
1306,buffer,em,69.64938354,259.664209,3,117.7821548,144.2465048,144.5461334,74.2896,mainland,,209.0916299,16769,17866
1307,buffer,em,122.7165451,201.0614972,4,,,,123.6199,island,11000,11650.81127,100429,410919
1308,buffer,em,74.73508453,91.22950745,4,93.27527358,84.64508682,90.80644825,77.63158,island,16100,11605.04128,24123,94981
